entry_id,meeting_date,body,topic,topic_pass2,topic_other_label,attempt_type,attempt_type_pass2,deliberation,deliberation_pass2,importance,what_was_tried,outcome,evidence_quote,minutes_section,confidence,pass2_notes,quote_verified
select_board_2021-10-04_seq-001,2021-10-04,select_board,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,3,"Joint session with the Finance Committee to review the budget process, benchmark and comparative financial data, new GFOA budget components, recommended modifications to the budget schedule (starting the budget sooner), and draft budget policies for the Town to consider.",No votes were taken; draft financial policy document reviewed in joint session.,"The Board met in session with the Finance Committee to review the budget process and benchmark and comparative financial data, the new GFOA budget components and reviewing examples of submittals, recommended modifications to budget schedule (start budget sooner) and draft budget policies for the Town to consider. No votes were taken.",Joint Session with Finance Committee - Budget Process and Draft Financial Policies,high,"Joint session reviewing draft financial policies and budget process reforms (GFOA components, earlier budget schedule) - policy-adjacent work on structural budgeting, no vote.",1
select_board_2021-09-08_seq-001,2021-09-08,select_board,revenue_diversification,revenue_diversification,,proposal,proposal,discussed,discussed,3,"Authorized Town Administrator and Town Counsel to enter into negotiations for a Community Host Agreement with Seven Leaf Sisters for an Adult-Use Marijuana Retail and Product Manufacturing business at 385 Atlantic Avenue, which would generate host community fee revenue for the Town.","Motion passed 3-2 (Noonan, Singer, Grader in favor; Nye and Belf-Becker opposed).","Motion made and seconded to authorize the Town Administrator and Town Counsel to enter into negotiations for a Community Host Agreement. Moved by Mrs. Noonan, seconded by Mrs. Singer. On a polled vote the Board voted as follows: Mrs. Noonan, in favor; Mrs. Singer, in favor; Mr. Grader, in favor; Mr. Nye, opposed; Mrs. Belf-Becker, opposed.","Community Host Agreement: Seven Leaf Sisters, 385 Atlantic Avenue",medium,Split vote to authorize negotiations for cannabis host community agreement; new revenue source for town.,1
select_board_2021-09-08_seq-002,2021-09-08,select_board,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,3,Reviewed and approved a prioritization plan for spending the Town's American Rescue Plan Act (ARPA) federal funds.,Motion to approve a prioritization for ARPA implementation in Marblehead passed unanimously.,"The Board reviewed a prioritization plan for ARPA Implementation in the Town. Motion to approve a prioritization for ARPA implementation in Marblehead. Moved my Mr. Nye, seconded by Mr. Grader.",American Rescue Plan Act (ARPA): Spending Criteria,medium,"Approval of ARPA spending prioritization is a policy-adjacent decision about allocating significant federal funds, though minutes lack substantive detail on priorities.",1
select_board_2021-05-17_seq-001,2021-05-17,select_board,override_prop25,override_prop25,,vote,vote,discussed,discussed,3,"Rescinded the May 7, 2021 vote calling a Special Election for debt exclusion questions and voted to add the debt exclusion questions to the Annual Town Election ballot on June 22, 2021.","Approved unanimously on polled vote (Grader, Nye, Belf-Becker all in favor).","Motion made and seconded that the Board of Selectmen rescind the vote of May 7, 2021, calling a Special Election for the purpose of approval of debt exclusions under Proposition 2 ½ and that in its stead the following questions be added to the Annual Town Election ballot to be held on June 22, 2021.",Elections,high,"Procedural consolidation moving debt exclusion questions (fire pumper, Abbot Library) onto annual ballot; policy-adjacent action with unanimous vote.",1
select_board_2021-05-17_seq-002,2021-05-17,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,4,"Voted by two-thirds to place on the June 22, 2021 Annual Town Election ballot Question 1, a Proposition 2½ debt exclusion for a bond to purchase and equip a new pumper truck for the Fire Department.",Approved unanimously on polled vote; question placed on ballot.,"Shall the Town of Marblehead be allowed to exempt from the provisions of proposition two and one-half, so-called, the amounts required to pay for the bond issued in order to pay costs of purchasing and equipping a new pumper truck for the Fire Department, and for the payment of all other costs incidental and related thereto?",Elections: Question 1 – Fire Department Pumper Truck Debt Exclusion,high,Two-thirds vote to place fire pumper debt exclusion on ballot — substantive capital action requiring voter override.,1
select_board_2021-05-17_seq-003,2021-05-17,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,4,"Voted by two-thirds to place on the June 22, 2021 Annual Town Election ballot Question 2, a Proposition 2½ debt exclusion for a bond to renovate, remodel, reconstruct, equip, and replace infrastructure at Abbot Public Library.",Approved unanimously on polled vote; question placed on ballot.,"Shall the Town of Marblehead be allowed to exempt from the provisions of proposition two and one-half, so-called, the amounts required to pay for the bond issued in order to pay costs of renovating, remodeling, reconstructing, originally equipping and replacing infrastructure at the existing Town building known and identified at Abbot Public Library, including the payment of all costs incidental and related thereto?",Elections: Question 2 – Abbot Public Library Debt Exclusion,high,Board voted to place Abbot Library debt exclusion on ballot — substantive capital decision sent to voters.,1
select_board_2021-05-07_seq-001,2021-05-07,select_board,capital_facilities_debt,capital_facilities_debt,,warrant_article,debt_exclusion,discussed,passed,4,"Called a Special Town Meeting and Special Election for June 22, 2021 to place a Proposition 2½ debt exclusion question (Question 1) before voters to fund a bond for purchasing and equipping a new pumper truck for the Fire Department.","Approved unanimously by the Board; warrant opened, question inserted, and warrant closed for the June 22, 2021 Special Election.","Shall the Town of Marblehead be allowed to exempt from the provisions of proposition two and one-half, so-called, the amounts required to pay for the bond issued in order to pay costs of purchasing and equipping a new pumper truck for the Fire Department, and for the payment of all other costs incidental and related thereto?",Elections / Special Election Debt Exclusion Question 1 (Fire pumper truck),high,"Board voted unanimously to place Prop 2½ debt exclusion for new fire pumper truck on June 22, 2021 Special Election ballot—substantive capital/debt action.",1
select_board_2021-05-07_seq-002,2021-05-07,select_board,capital_facilities_debt,capital_facilities_debt,,warrant_article,warrant_article,discussed,voted,4,"Called a Special Town Meeting and Special Election for June 22, 2021 to place a Proposition 2½ debt exclusion question (Question 2) before voters to fund a bond for renovating, remodeling, reconstructing, originally equipping and replacing infrastructure at Abbot Public Library.","Approved unanimously by the Board; warrant opened, question inserted, and warrant closed for the June 22, 2021 Special Election.","Shall the Town of Marblehead be allowed to exempt from the provisions of proposition two and one-half, so-called, the amounts required to pay for the bond issued in order to pay costs of renovating, remodeling, reconstructing, originally equipping and replacing infrastructure at the existing Town building known and identified at Abbot Public Library, including the payment of all costs incidental and related thereto?",Elections / Special Election Debt Exclusion Question 2 (Abbot Public Library),high,Board voted to place Abbot Library debt exclusion on special election ballot; substantive capital decision sent to voters.,1
select_board_2021-04-22_seq-001,2021-04-22,select_board,structural_deficit_reserves,structural_deficit_reserves,,vote,vote,discussed,discussed,3,"Awarded a contract to Clifton Larson Associates of Lexington, MA for an operational audit in an amount not to exceed $15,000.",Approved unanimously on a polled vote.,"Motion made and seconded to award a contract for an operational audit to Clifton Larson Associates of Lexington, MA in an amount not to exceed fifteen thousand dollars ($15,000.00) and authorize the Chair to sign on behalf of the Board.",Contract: Operational Audit,high,Operational audit contract award is a concrete policy-adjacent action to examine town operations; modest dollar amount but systemic intent.,1
select_board_2021-04-14_seq-002,2021-04-14,select_board,structural_deficit_reserves,structural_deficit_reserves,,warrant_article,warrant_article,routine,routine,3,"Board supported Article 17 to use available funds to reduce the tax rate, including $8,950,000 in free cash and $330,000 from electric light payment.",Supported unanimously as part of bundled warrant article motion.,"Article 17. Available funds to Reduce the Tax Rate in the amount of $8,950,000 in free cash and $330,000 from electric light payment",2021 Annual Town Meeting / Warrant Articles,high,"Large free cash draw ($8.95M) to buy down tax rate is a material reserves-policy action, though routine in form.",1
select_board_2021-02-12_seq-001,2021-02-12,select_board,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Town Administrator presented the projected FY22 financial status, stating the Town's historical reliance on free cash to support the operating budget is no longer sustainable and that difficult decisions will be needed for FY22 and beyond to ensure fiscal stability.",Presentation received; no vote taken. Administrator indicated the Town will continue to take proactive steps to ensure future fiscal stability.,"The Town's historical reliance on free cash to support the operating budget is no longer sustainable. While the Town is currently in good financial health, difficult decisions will need to be made for FY22 and beyond to ensure continued fiscal stability.","Financial Status of the Town, FY21",high,Town Administrator explicitly flags structural reliance on free cash as unsustainable; foundational framing for future override/reserves discussions.,1
select_board_2020-06-17_seq-006,2020-06-17,select_board,governance_organizational,governance_organizational,,vote,vote,discussed,discussed,3,"Approved Drain budget of $155,277 and transferred care, custody and control of storm sewer drains from the Water and Sewer Commission to the Board of Selectmen, to fall under the DPW, subject to Water and Sewer Commission and Annual Town Meeting approval.","Approved unanimously on polled vote, contingent on Water and Sewer Commission and Town Meeting approval.","Motion made and seconded to approve the Drain Budget, as presented, for a total operating budget of $155,277.00 subject to the approval of the Water and Sewer Commission and that the care, custody and control of the storm sewer drains is transferred to the Board of Selectmen, to fall under the DPW, subject to the approval of the Water and Sewer Commission and Annual Town Meeting.",Budgets: Drains,high,Transfer of storm drain care/custody from Water & Sewer Commission to Select Board/DPW is a structural governance change beyond routine budget approval.,1
select_board_2019-10-30_seq-001,2019-10-30,select_board,staffing_fte_bargaining,staffing_fte_bargaining,,study,study,discussed,discussed,3,"Awarded a contract to GovHR of Northbrook, Illinois for a town-wide job classification study, in an amount not to exceed $49,850.",Motion approved unanimously; contract awarded and Chair authorized to sign.,"Motion made and seconded to award the contract for a job classification study to GovHR of Northbrook, Illinois in an amount not to exceed forty nine thousand eight hundred and fifty dollars ($49,850.00) and to authorize the Chair to sign the contract on behalf of the Board. All in favor.",CONTRACT. Job Classification Study,medium,"Town-wide job classification study is a systemic staffing/compensation review action, not mere routine business.",1
select_board_2019-09-25_seq-001,2019-09-25,select_board,governance_organizational,governance_organizational,,vote,vote,routine,briefly_mentioned,3,"Approved a Memorandum of Agreement between the Board of Selectmen and the School Committee providing for increased collaboration, cooperation, and long-term planning between the two bodies.",Motion approved unanimously in joint session with the School Committee.,"The Board met in joint session with the Superintendent, William McAlduff and School Committee members Sarah Gold, Meagan Taylor, Sarah Fox, David Harris and Jennifer Schaeffner to discuss the proposed Memorandum of Agreement between the Town and the School Committee that provides increased collaboration, cooperation and long-term planning between the Board of Selectmen and the School Committee. Motion made and seconded to approve the Memorandum of Agreement as presented. All in favor.",Joint Meeting. School Committee. Memorandum of Understanding,medium,"Formal MOA between Selectmen and School Committee on collaboration/long-term planning is a named governance action, but minutes show no substantive discussion.",1
select_board_2019-06-12_seq-001,2019-06-12,select_board,special_ed_collaborative,special_ed_collaborative,,vote,vote,routine,brief_mention,3,"Authorized year-end FY19 appropriation transfers totaling $337,585 across multiple departmental line items, with $270,000 of the transfer directed to High School Special Education Tuition to cover a shortfall.","Approved unanimously, subject to concurrence of the Finance Committee.","Motion made and seconded, in accordance with MGL Chapter 44 Section 33B, the Board of Selectmen authorizes the transfer of funds totaling $337,585 from the FY19 appropriation line items listed below titled Transfer From to the FY19 appropriation line items listed below titled Transfer To as submitted by the Town's Finance Director.",Finance Director: FY19 Year End Appropriation Transfers,high,Year-end transfer including $270K shortfall for HS Special Ed tuition signals a recurring SpEd funding pressure; approved without substantive discussion.,1
select_board_2019-06-12_seq-006,2019-06-12,select_board,capital_facilities_debt,capital_facilities_debt,,proposal,announcement,routine,noted,3,"Announced receipt of a $150,000 Mass Cultural Council Facility Fund grant for the Fort Sewall capital project, reducing the Town funding request by approximately 20%.","Informational; grant received, reducing Town capital contribution.","A letter was received from Larry Sands, Chairman of the Fort Sewall Oversight Committee, notifying the Board that the Town has received a $150,000.00 grant from the Mass Cultural Council Facility Fund. This grant will reduce the request to the Town to fund this project by approximately 20%.",Fort Sewall: Capital Grant,medium,Grant receipt reduces Town capital burden by ~20% on Fort Sewall project; informational but materially relevant to capital funding.,1
select_board_2019-06-12_seq-007,2019-06-12,select_board,capital_facilities_debt,capital_facilities_debt,,proposal,announcement,routine,announced,3,"Announced Special Town Election with three ballot questions including building a new school, Fort Sewall restoration, and trees—each involving capital/facilities funding decisions.","Election scheduled June 18, 2019.","The Chair announced the Special Town Election will be held on June 18, 2019. Polls will be open from 7:00 a.m. – 8:00 p.m. There are 3 questions on the ballot; #1 Build a new school, #2 Fort Sewall Restoration and #3 Trees.",Special Town Election,medium,Announcement of Special Town Election with 3 capital ballot questions; notable civic moment but SB role here is procedural announcement.,1
select_board_2019-05-13_seq-001,2019-05-13,select_board,override_prop25,override_prop25,,vote,vote,discussed,discussed,5,"Called a Special Town Meeting and Special Election for June 18, 2019 to place on the ballot a debt exclusion (Question 1) for bonds to fund design, project management, construction, equipping, and outfitting of a new Pre-K through Third Grade Elementary School (approximately 81,935 sq ft) at the Bell School site, 40 Baldwin Road, as approved under Article 51 of the 2019 Annual Town Meeting.","Motion approved unanimously; question placed on June 18, 2019 Special Election ballot.","Shall the Town of Marblehead be allowed to exempt from the provisions of proposition two and one-half, so-called, the amounts required to pay for the bond issued for the purpose of funding the design, project management and construction, equipping and outfitting of a new Pre-K through Third Grade Elementary School with an approximate square footage of 81,935 square feet located at the Bell School site, located at 40 Baldwin Road, which shall have an anticipated useful life as an educational facility for the instruction of school children for at least 50 years all as approved under Article 51 of the 2019 Annual Town Meeting?",Elections: Question 1 - Bell School Debt Exclusion,high,"Landmark moment: Board placed Bell School debt exclusion on ballot, a major capital/override decision.",1
select_board_2019-05-13_seq-002,2019-05-13,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,3,"Placed on the June 18, 2019 Special Election ballot a debt exclusion (Question 2) for bonds to fund the renovation, repair, and restoration of Fort Sewall, as approved under Article 50 of the 2019 Annual Town Meeting.","Motion approved unanimously; question placed on June 18, 2019 Special Election ballot.","Shall the Town of Marblehead be allowed to exempt from the provisions of proposition two and one-half, so-called, the amounts required to pay for the bonds issued for the costs of renovating, repairing and restoring Fort Sewall, and including the payment of all costs incidental or related thereto all as approved under Article 50 of the 2019 Annual Town Meeting?",Elections: Question 2 - Fort Sewall Debt Exclusion,high,"Board voted to place Fort Sewall debt exclusion on special election ballot; a named, systemic capital action residents would want to see.",1
select_board_2019-05-13_seq-003,2019-05-13,select_board,override_prop25,override_prop25,,vote,vote,discussed,voted,3,"Placed on the June 18, 2019 Special Election ballot a capital exclusion (Question 3) for an additional $50,000 in real estate and personal property taxes for FY2020 to fund the purchasing and planting of trees in Marblehead, as approved under Article 9 of the 2019 Annual Town Meeting.","Motion approved unanimously; question placed on June 18, 2019 Special Election ballot.","Shall the Town of Marblehead be allowed to assess an additional $50,000 in real estate and personal property taxes for the purpose of purchasing and planting of trees in the Town of Marblehead, as approved under Article 9 of the 2019 Annual Town Meeting and for which monies from this assessment will be used for the fiscal year beginning July 1, 2019?",Elections: Question 3 - Tree Planting Capital Exclusion,high,Capital exclusion ballot question placed before voters for $50K tree-planting assessment; policy-adjacent override action.,1
select_board_2019-03-22_seq-001,2019-03-22,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,routine,routine,4,"Award contract for the Abbot Hall Restoration Project to Kronenberger and Sons Restoration, Inc. for $6,935,000.00, including the base bid and alternates one, two, and three.",Motion approved unanimously; Chair authorized to sign the contract.,"Motion made and seconded to award the contract for the Abbot Hall Restoration Project to Kronenberger and Sons Restoration, Inc. of Middletown, CT for a total of six million nine hundred and thirty five thousand and 00/100 dollars ($6,935,000.00) which includes the base bid and alternates one, two and three, and authorize the Chair to sign the contract on behalf of the Board.",CONTRACT. Abbot Hall Restoration Project,high,"Major $6.935M contract award for Abbot Hall restoration, a significant capital commitment though approved without recorded discussion.",1
select_board_2019-03-18_seq-001,2019-03-18,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,discussed,discussed,5,"Board voted to enter into the Massachusetts School Building Authority Project Scope and Budget Agreement for the replacement of the Gerry, Coffin, and Upper and Lower Bell Schools with a new PK-3 elementary school facility on the Bell site.",Motion passed unanimously; Chair authorized to execute the Agreement on behalf of the Board.,"Motion made and seconded, that the Board of Selectmen, on behalf of the Town, enter into the Massachusetts School Building Authority Project Scope and Budget Agreement for the replacement of the Elbridge Gerry Elementary School, the L.H. Coffin School, and the Upper and Lower Malcolm L. Bell Schools with a new PK-3 elementary school facility on the existing Bell Elementary School site located at 40-42 Baldwin Road, and to authorize the chair, Jackie Belf-Becker, to execute the Agreement on behalf of the Board.",Massachusetts School Building Authority. Project Scope and Budget Agreement,high,Landmark unanimous vote authorizing MSBA agreement to consolidate four elementary schools into new PK-3 facility at Bell site.,1
select_board_2019-01-29_seq-001,2019-01-29,select_board,revenue_diversification,revenue_diversification,,warrant_article,warrant_article,routine,routine,3,Sponsored a warrant article for the 2019 Annual Town Meeting on a Marijuana Tax.,Motion approved unanimously to sponsor the article.,Motion made and seconded to sponsor the following article to be placed on the Warrant for 2019 Annual Town Meeting: Marijuana Tax. All in favor.,2019 Annual Town Meeting Warrant Articles,high,"Sponsoring a marijuana tax warrant article is a named revenue-diversification proposal, though with no discussion recorded.",1
select_board_2019-01-29_seq-003,2019-01-29,select_board,other_candidate,land_use_zoning,,warrant_article,warrant_article,routine,routine,3,Sponsored a warrant article for the 2019 Annual Town Meeting on Gerry School Reuse.,Motion approved unanimously to sponsor the article.,Motion made and seconded to sponsor the following article to be placed on the Warrant for 2019 Annual Town Meeting: Gerry School Reuse. All in favor.,2019 Annual Town Meeting Warrant Articles,medium,"Sponsoring Gerry School Reuse warrant article is a policy-adjacent action on disposition of a municipal building, but no discussion recorded.",1
select_board_2019-01-29_seq-005,2019-01-29,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,routine,routine,3,"Awarded the Owner's Project Manager Services contract for the Abbot Hall Project to Vertex Companies Inc. in an amount not to exceed $243,790.",Motion approved unanimously.,"Motion made and seconded to award the contract for Owners Project Manager Services for the Abbot Hall Project to Vertex Companies Inc. of Weymouth, MA in an amount not to exceed two hundred and forty three thousand seven hundred and ninety and 00/100 Dollars ($243,790.00) and authorize the Chair to sign the contract on behalf of the Board. All in favor.",Contract: Abbot Hall OPM,medium,Significant capital contract award ($243K) for Abbot Hall project OPM services; named vendor and specific dollar amount make it policy-adjacent.,1
select_board_2019-01-17_seq-001,2019-01-17,select_board,structural_deficit_reserves,school_budget,,vote,vote,discussed,discussed,4,"Approved a year-end transfer of $350,000 from the Town to the Schools to address the FY19 School Department deficit, driven in part by growth in out-of-district Special Education placements and FY18 SPED bills paid in FY19.",Motion passed unanimously; transfer also requires Finance Committee approval.,"Motion made and seconded to support a year end transfer, of $350,000, from the Town to the Schools to assist in addressing the FY19 budget deficit. All in favor.",Budget: School Department,high,Substantive discussion and unanimous vote on $350K mid-year transfer to address school deficit driven partly by SPED costs; notable policy moment with new bill-checking procedures instituted.,1
select_board_2019-01-17_seq-002,2019-01-17,select_board,structural_deficit_reserves,structural_deficit_reserves,,proposal,directive,discussed,discussed,4,"Town Administrator issued a budget message directing all department heads to submit a level-funded budget plus a 10% reduced budget option, and to conduct a fee analysis benchmarked against comparable communities, in response to the projected FY20 deficit of over $1,000,000.",Town Administrator reported productive individual meetings with department heads; exercise underway to identify potential reductions and revenue adjustments.,In light of this situation the Town Administrator sent out a budget message to all Department Heads that outlines his request for each department to submit a level funded budget as well as a 10% reduced budget and to review/conduct a fee analyses in their department and look at how they compare with local communities.,Budget: School Department,high,Town-wide directive for level-funded and 10% reduced budgets plus fee analysis in response to >$1M projected FY20 deficit; substantive systemic response.,1
select_board_2019-01-17_seq-003,2019-01-17,select_board,structural_deficit_reserves,budget_operating,,study,investigation,discussed,voted,5,"Engaged Powers and Sullivan to conduct an investigation and audit of the practice of holding FY18 Special Education bills and paying them in FY19, and instituted new procedures requiring all school bills coming to the accounting office to be double-checked by the Finance Director.",Audit completed confirming the practice; new double-check procedure implemented in the Finance Director's office.,Once Town management became aware of this situation the Town engaged Powers and Sullivan to conduct an investigation and audit to allow the Town to have a complete understanding of what happened and assistance in fully quantifying the problem financially.,Budget: School Department,high,"Major fiscal oversight failure: FY18 Special Ed bills paid in FY19 violating state law; triggered forensic audit, new double-check procedures, and $350K year-end transfer vote.",1
select_board_2018-10-24_seq-001,2018-10-24,select_board,other_candidate,housing_affordability,,vote,vote,discussed,passed,4,"Adopted a Tax Title Policy dedicating not less than 10% of sale proceeds from tax title foreclosure dispositions, in the following fiscal year, to the Affordable Housing Trust Fund upon Town Meeting approval, to support affordable housing programs.","Motion passed, all in favor.","Whenever property disposition through tax title foreclosure is conducted the Town of Marblehead shall dedicate an amount not less than 10% of the sale proceeds, in the following fiscal year, for the purpose of supporting affordable housing and affordable housing programs. Upon approval of Town Meeting, the funds shall be deposited in the town's Affordable Housing Trust Fund.",Tax Title Policy,medium,"Adopted policy dedicating ≥10% of tax title foreclosure proceeds to Affordable Housing Trust Fund — substantive, systemic housing action via vote.",1
select_board_2018-07-23_seq-003,2018-07-23,select_board,capital_facilities_debt,capital_facilities_debt,,vote,vote,routine,minimal,3,"Award of architectural services contract for the Abbot Hall Repair and Restoration Project to McGinley Kalsow and Associates Inc. in an amount not to exceed $700,000.",Approved unanimously; Chair authorized to sign.,"Motion made and seconded to award the contract for architectural services for the Abbot Hall Repair and Restoration Project to McGinley Kalsow and Associates Inc. of Somerville, MA in an amount not to exceed seven hundred thousand dollars ($700,000.00) and authorize the Chair to sign the contact on behalf of the Board. All in favor.",Contract: Abbot Hall Architectural Services,high,Significant $700K architectural contract award for Abbot Hall restoration; concrete capital facilities action but no recorded discussion.,1
school_committee_2026-02-13_seq-001,2026-02-13,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,4,Subcommittee discussed sponsoring a debt exclusion warrant article if the town does not fund the district's $1.677 million FY27 capital request; a placeholder warrant article for borrowing authority exists with dollar amounts to be determined before town meeting.,Subcommittee agreed to await the town's budget proposal before recommending a debt exclusion to the full school committee; matter to be brought to school committee by March 5th or March 19th meeting ahead of the April 6th warrant hearing.,"Committee discussed sponsoring debt exclusion warrant article if town does not fund capital requests.
   • Placeholder warrant article for borrowing authority exists; dollar amounts can be added until town
   meeting",FY27 Capital Requests,high,Substantive discussion of potentially sponsoring a debt exclusion warrant article for $1.677M capital request; concrete next steps toward full committee action.,1
school_committee_2026-02-13_seq-002,2026-02-13,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"District submitted a prioritized FY27 capital request to the town totaling $1.677 million (high priority $676,000; moderate $476,000; low $126,000), including technology wireless access points and two replacement buses (2013, 2015).",Request submitted to town; significant capital funding from town not anticipated.,"District submitted prioritized capital request to town; significant capital funding from town not anticipated.
   • High priority: $676,000; moderate: $476,000; low: $126,000
   • Technology (wireless access points) and two replacement buses (2013, 2015) included
   • Total request: $1.677 million",FY27 Capital Requests,high,Prioritized $1.677M capital request with potential debt exclusion warrant article being considered; policy-adjacent fiscal action.,1
school_committee_2026-02-13_seq-003,2026-02-13,school_committee,regionalization_shared,regionalization_shared,,proposal,proposal,discussed,discussed,3,"Discussed a joint project between the schools and Park and Recreation at the Eveleth site, including a joint community survey and possible joint feasibility study for shared uses (early education center; after-school, weekend, vacation, and summer programming).",Item added to March 3rd meeting agenda for further discussion with the Superintendent.,"Joint survey with Park and Recreation discussed to assess community interest and programmatic needs.
   • Potential uses: early education center for schools; after-school, weekend, vacation, and summer
   programming for Park and Recreation
   • Joint feasibility study mentioned as possible next step",Eveleth Site Discussion,medium,Early-stage discussion of joint schools/Park-Rec use of Eveleth site with possible joint survey and feasibility study; policy-adjacent but no vote yet.,1
school_committee_2026-01-15_seq-001,2026-01-15,school_committee,other_candidate,other,,proposal,discussed,discussed,discussed,3,"Superintendent presented analysis of Essex Tech enrollment allocation methods, comparing a proposed 10-seat minimum based on three-year average against a percentage-based allocation that would increase Marblehead's minimum to 33 students, with Chapter 70 funding following students to Essex Tech and potential cost implications up to half a million dollars.",No vote taken; Superintendent indicated preference for three-year average method and planned continued discussions with Essex Tech leadership.,Chapter 70 funding follows students to Essex Tech; potential cost could reach half a million dollars depending on allocation method,Financial Update and Essex Tech Enrollment,high,"Policy-adjacent discussion of Essex Tech allocation method with significant fiscal implications; no vote taken. Topic is vocational enrollment/Chapter 70, not special ed collaborative.",1
school_committee_2026-01-15_seq-004,2026-01-15,school_committee,revenue_diversification,revenue_diversification,,vote,vote,discussed,discussed,3,"Approval of 2026-27 user fees and tuition schedule with a 3% increase across athletic fees, activity fees, pre-K and kindergarten tuition, and transportation; committee member raised concern that fees are high compared to surrounding towns and that charging for kindergarten is a moral issue.","Motion passed 3–1 (Gwazda, Schmeckpeper, Schaeffner in favor; Clucas against).",Committee member Melissa Clucas raised concern that fees are high compared to surrounding towns and charging for kindergarten is a moral issue.,User Fees and Tuition Proposal,high,Annual fee schedule with 3% increase; dissenting vote and moral objection to kindergarten fees makes it policy-adjacent.,1
school_committee_2026-01-15_seq-006,2026-01-15,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Budget Subcommittee reported FY27 level-funded budget directive of $49 million with projected expenses exceeding by approximately $1.7 million; approximately $900,000 in efficiencies identified through unfilled vacancies and elimination of 1.75 ELL positions, leaving approximately $879,000 gap to close before February 5th budget presentation.",No vote; subcommittee to meet January 20th with budget presentation February 5th and public hearing to follow.,Level-funded budget of $49 million required; projected expenses exceed by approximately $1.7 million.,Budget Subcommittee Update and Meeting Planning,high,Substantive FY27 budget gap discussion with specific figures and planned actions; core structural deficit content.,1
school_committee_2026-01-15_seq-007,2026-01-15,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,discussed,discussed,4,Identification of staffing efficiencies including unfilled vacancies and elimination of 1.75 ELL positions as part of FY27 level-funded budget gap-closing measures.,"Presented as part of Budget Subcommittee update; included in approximately $900,000 of identified efficiencies.","Efficiencies of approximately $900,000 identified (unfilled vacancies, 1.75 ELL positions eliminated), leaving approximately $879,000 gap.",Budget Subcommittee Update and Meeting Planning,high,FY27 level-funded budget gap-closing with identified staff cuts (1.75 ELL positions) is a substantive attempt to address structural budget pressure.,1
school_committee_2026-01-15_seq-008,2026-01-15,school_committee,capital_facilities_debt,facilities_capital,,study,study,discussed,discussed,3,"Exploration with Recreation and Parks of a joint project for shared use of the Eveleth School, potentially requiring funding for a feasibility study.",No vote; discussion ongoing with funding for feasibility study under consideration.,Recreation and Parks exploring feasibility of joint project; feasibility study may require funding.,Budget Subcommittee Update and Meeting Planning / Eveleth School,medium,Exploratory inter-departmental shared-use discussion for Eveleth School; policy-adjacent but no vote yet. Topic is more facilities/shared-use than regionalization.,1
school_committee_2026-01-05_seq-001,2026-01-06,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Administration presented FY27 level service budget approximately $2.7 million over current appropriation, with proposed efficiencies (retirement savings, circuit breaker reimbursement, copier contract renegotiation, level-funded supplies/PD, shifting positions to grants/revolving accounts, unfilled vacancies) reducing the gap to approximately $878,000.","Discussed; executive team to finalize recommended budget January 26, 2026 with presentation to full School Committee February 5, 2026.","FY27 level service budget approximately $2.7 million over current appropriation; efficiencies reduced gap to approximately $878,000",FY27 School Budget Planning and Efficiencies Discussion,high,Substantive FY27 budget gap discussion with specific efficiencies and staffing decisions; core structural deficit attempt.,1
school_committee_2026-01-05_seq-002,2026-01-06,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,discussed,discussed,3,"Administration proposed leaving vacancies unfilled including HR assistant, physical therapy assistant at Glover, 1.75 EL teachers at Village, math intervention position at Veterans, and 0.2 art teacher at high school as FY27 efficiency measures.",Discussed as part of FY27 budget plan; to be presented to full School Committee in February.,"Vacancies not to be filled: HR assistant, physical therapy assistant at Glover, 1.75 EL teachers at Village, math intervention position at Veterans, 0.2 art teacher at high school",FY27 School Budget Planning and Efficiencies Discussion,high,Concrete staffing reduction proposal via vacancy non-fills as FY27 efficiency; policy-adjacent and substantive but pre-decisional.,1
